PLZ	Bestimmungsort	Location	Latitude	Longitude
5753	Saalbach-Hinterglemm	Saalbach-Hinterglemm 5753, Austria	47.372497700000004	12.593677672265626
5754	Saalbach-Hinterglemm	Saalbach-Hinterglemm 5754, Austria	47.372497700000004	12.593677672265626
5760	Maria Alm a.Steinernen Meer	Maria Alm a.Steinernen Meer 5760, Austria	47.4053277	12.9027126
5760	Saalfelden	Saalfelden 5760, Austria	47.42323945	12.833684440293805
5761	Maria Alm a.Steinernen Meer	Maria Alm a.Steinernen Meer 5761, Austria	47.4053277	12.9027126
5771	Leogang	Leogang 5771, Austria	47.4386347	12.759888
6020	Innsbruck	Innsbruck 6020, Austria	47.265429600000004	11.392768499999999
6020	Mutters	Mutters 6020, Austria	47.2284492	11.3782646
6020	Natters	Natters 6020, Austria	47.2336947	11.373758500000001
6020	Schönberg im Stubaital	Schönberg im Stubaital 6020, Austria	47.1862866	11.4040555
6060	Hall in Tirol	Hall in Tirol 6060, Austria	47.2816648	11.5075337
6060	Thaur	Thaur 6060, Austria	47.29282	11.473830900000001
6063	Rum	Rum 6063, Austria	47.28582720000001	11.4582993
6063	Thaur	Thaur 6063, Austria	47.29282	11.473830900000001
6065	Thaur	Thaur 6065, Austria	47.2939174	11.473930099999999
6067	Absam	Absam 6067, Austria	47.2965003	11.5051409
6068	Mils	Mils 6068, Austria	47.287971399999996	11.533
6069	Gnadenwald	Gnadenwald 6069, Austria	47.3211593	11.5669763
6070	Ampass	Ampass 6070, Austria	47.2632642	11.4634697
6071	Aldrans	Aldrans 6071, Austria	47.250559100000004	11.4472601
6072	Lans	Lans 6072, Austria	47.22916085	11.431688563087725
6073	Aldrans	Aldrans 6073, Austria	47.250559100000004	11.4472601
6073	Sistrans	Sistrans 6073, Austria	47.2364565	11.448805300000002
6074	Rinn	Rinn 6074, Austria	47.2500026	11.5029614
6075	Tulfes	Tulfes 6075, Austria	47.2584056	11.534256
6080	Innsbruck	Innsbruck 6080, Austria	47.26951525	11.397137204221066
6082	Patsch	Patsch 6082, Austria	47.2009898	11.418255054705234
6083	Ellbögen	Ellbögen 6083, Austria	47.18714275	11.481965913116953
6091	Götzens	Götzens 6091, Austria	47.2359336	11.3110357
6091	Natters	Natters 6091, Austria	47.2336947	11.373758500000001
6092	Birgitz	Birgitz 6092, Austria	47.235717	11.2999641
6094	Axams	Axams 6094, Austria	47.2307532	11.279297
6095	Grinzens	Grinzens 6095, Austria	47.2306657	11.2553871
6100	Leutasch	Leutasch 6100, Austria	47.3702802	11.1424534
6100	Reith bei Seefeld	Reith bei Seefeld 6100, Austria	47.299091600000004	11.2043597
6100	Seefeld in Tirol	Seefeld in Tirol 6100, Austria	47.3289241	11.186718699999998
6100	Telfs	Telfs 6100, Austria	47.3046511	11.071515
6103	Reith bei Seefeld	Reith bei Seefeld 6103, Austria	47.299091600000004	11.2043597
6105	Leutasch	Leutasch 6105, Austria	47.3702802	11.1424534
6108	Scharnitz	Scharnitz 6108, Austria	47.3880639	11.2610881
6111	Volders	Volders 6111, Austria	47.286126700000004	11.567215
6112	Wattens	Wattens 6112, Austria	47.293578600000004	11.5907326
6113	Wattenberg	Wattenberg 6113, Austria	47.2146451	11.624007780872493
6114	Kolsass	Kolsass 6114, Austria	47.304132700000004	11.6386566
6115	Kolsassberg	Kolsassberg 6115, Austria	47.2820492	11.6518634
6116	Weer	Weer 6116, Austria	47.30750695	11.653878053290715
6121	Baumkirchen	Baumkirchen 6121, Austria	47.3002987	11.5634636
6122	Fritzens	Fritzens 6122, Austria	47.3067085	11.5892285
6123	Terfens	Terfens 6123, Austria	47.328573299999995	11.63800306613697
6130	Schwaz	Schwaz 6130, Austria	47.344952899999996	11.708425300000002
6133	Weerberg	Weerberg 6133, Austria	47.25852405	11.7189415455421
6134	Vomp	Vomp 6134, Austria	47.3419456	11.683142
6135	Stans	Stans 6135, Austria	47.3792163	11.712043026136515
6136	Pill	Pill 6136, Austria	47.32070220000001	11.681100599999999
6141	Schönberg im Stubaital	Schönberg im Stubaital 6141, Austria	47.1862866	11.4040555
6142	Mieders	Mieders 6142, Austria	47.1691886	11.3810841
6143	Matrei am Brenner	Matrei am Brenner 6143, Austria	47.131249600000004	11.4536634
6143	Mühlbachl	Mühlbachl 6143, Austria	47.1353309	11.4512821
6143	Pfons	Pfons 6143, Austria	47.14872725	11.477460272947537
6145	Navis	Navis 6145, Austria	47.1310958	11.540253199999999
6150	Gschnitz	Gschnitz 6150, Austria	47.0448991	11.3521185
6150	Mühlbachl	Mühlbachl 6150, Austria	47.1353309	11.4512821
6150	Steinach am Brenner	Steinach am Brenner 6150, Austria	47.090746700000004	11.4665722
6150	Trins	Trins 6150, Austria	47.0834272	11.416791
6152	Trins	Trins 6152, Austria	47.0834272	11.416791
6154	Schmirn	Schmirn 6154, Austria	47.0792921	11.5639472
6154	Vals	Vals 6154, Austria	47.0343619	11.575057190434373
6156	Gries am Brenner	Gries am Brenner 6156, Austria	47.0380876	11.4798884
6157	Obernberg am Brenner	Obernberg am Brenner 6157, Austria	47.0165487	11.4196364
6161	Natters	Natters 6161, Austria	47.2336947	11.373758500000001
6162	Mutters	Mutters 6162, Austria	47.227294799999996	11.377218699999998
6165	Telfes im Stubai	Telfes im Stubai 6165, Austria	47.1643915	11.359732800000002
6166	Fulpmes	Fulpmes 6166, Austria	47.1530974	11.3490587
6167	Fulpmes	Fulpmes 6167, Austria	47.1530974	11.3490587
6167	Neustift im Stubaital	Neustift im Stubaital 6167, Austria	47.1106408	11.307578999999999
6170	Pettnau	Pettnau 6170, Austria	47.2955747	11.167313722038452
6170	Zirl	Zirl 6170, Austria	47.274072100000005	11.2412137
6173	Oberperfuss	Oberperfuss 6173, Austria	47.24378	11.2467684
6175	Kematen in Tirol	Kematen in Tirol 6175, Austria	47.2542856	11.272946300000001
6176	Kematen in Tirol	Kematen in Tirol 6176, Austria	47.2542856	11.272946300000001
6176	Völs	Völs 6176, Austria	47.2525429	11.322409890528867
6178	Unterperfuss	Unterperfuss 6178, Austria	47.2596685	11.257550300000002
6179	Ranggen	Ranggen 6179, Austria	47.2576977	11.211065
6181	Sellrain	Sellrain 6181, Austria	47.2137965	11.2139832
6182	Gries im Sellrain	Gries im Sellrain 6182, Austria	47.1955069	11.1562281
6182	Stams	Stams 6182, Austria	47.24725555000001	11.011308489146106
6183	Kühtai	Kühtai 6183, Austria	47.2136222	11.023404699999999
6184	St. Sigmund im Sellrain	St. Sigmund im Sellrain 6184, Austria	47.201995200000006	11.101420800000001
6200	Jenbach	Jenbach 6200, Austria	47.39847155	11.749156910148313
6200	Stans	Stans 6200, Austria	47.3792163	11.712043026136515
6200	Strass im Zillertal	Strass im Zillertal 6200, Austria	47.3920739	11.814221005450307
6210	Wiesing	Wiesing 6210, Austria	47.41285560000001	11.791940727418929
6212	Maurach	Maurach 6212, Austria	47.4223315	11.7518746
6213	Pertisau	Pertisau 6213, Austria	47.441674400000004	11.700768882851985
6215	Achenkirch	Achenkirch 6215, Austria	47.526294799999995	11.70716
6215	Eben am Achensee	Eben am Achensee 6215, Austria	47.4742812	11.584863792089061
6215	Steinberg am Rofan	Steinberg am Rofan 6215, Austria	47.5073802	11.785974078793357
6215	Vomp	Vomp 6215, Austria	47.4209064	11.518784228492484
6220	Buch in Tirol	Buch in Tirol 6220, Austria	47.37507385	11.779971877235205
6222	Gallzein	Gallzein 6222, Austria	47.35217925	11.771686144902064
6230	Brixlegg	Brixlegg 6230, Austria	47.42784205	11.910096532808074
6232	Münster	Münster 6232, Austria	47.43668575	11.813480381165867
6233	Kramsach	Kramsach 6233, Austria	47.455321600000005	11.87304208229721
6234	Brandenberg	Brandenberg 6234, Austria	47.53820805	11.883334289337077
6235	Reith im Alpbachtal	Reith im Alpbachtal 6235, Austria	47.3949529	11.892198152618878
6236	Alpbach	Alpbach 6236, Austria	47.3694081	11.966383333208425
6236	Reith im Alpbachtal	Reith im Alpbachtal 6236, Austria	47.3949529	11.892198152618878
6240	Rattenberg	Rattenberg 6240, Austria	47.4397884	11.8942507
6241	Radfeld	Radfeld 6241, Austria	47.44662325	11.9309918475611
6250	Kundl	Kundl 6250, Austria	47.46047585	11.996860137549382
6252	Breitenbach am Inn	Breitenbach am Inn 6252, Austria	47.4789665	11.974152199999999
6260	Bruck am Ziller	Bruck am Ziller 6260, Austria	47.38560220000001	11.861798721150427
6260	Reith im Alpbachtal	Reith im Alpbachtal 6260, Austria	47.3949529	11.892198152618878
6261	Schlitters	Schlitters 6261, Austria	47.38891095	11.828163838149335
6261	Strass im Zillertal	Strass im Zillertal 6261, Austria	47.3920739	11.814221005450307
6262	Schlitters	Schlitters 6262, Austria	47.3765948	11.83721055
6263	Fügen	Fügen 6263, Austria	47.3469156	11.852773301751128
6263	Schlitters	Schlitters 6263, Austria	47.36027865	11.811321109492116
6264	Fügenberg	Fügenberg 6264, Austria	47.29406275	11.798387667677677
6265	Hart im Zillertal	Hart im Zillertal 6265, Austria	47.3462823	11.894022279567784
6271	Uderns	Uderns 6271, Austria	47.3143054	11.852956070717704
6272	Emberg	Emberg 6272, Austria	47.43407620000001	15.252268599999999
6272	Kaltenbach	Kaltenbach 6272, Austria	47.27705405	11.848679502634663
6273	Ried im Zillertal	Ried im Zillertal 6273, Austria	47.2834434	11.817470215414202
6274	Aschau im Zillertal	Aschau im Zillertal 6274, Austria	47.2651575	11.895909
6275	Stumm	Stumm 6275, Austria	47.29660225	11.882810989071956
6276	Stummerberg	Stummerberg 6276, Austria	47.28896215	11.95261354751219
6277	Zellberg	Zellberg 6277, Austria	47.24052585	11.85605617371953
6278	Hainzenberg	Hainzenberg 6278, Austria	47.20270675	11.942098079732844
6280	Gerlosberg	Gerlosberg 6280, Austria	47.23194245	11.953669467375548
6280	Rohrberg	Rohrberg 6280, Austria	47.24155385	11.928406259501063
6280	Zell am Ziller	Zell am Ziller 6280, Austria	47.2336011	11.880405900000001
6281	Gerlos	Gerlos 6281, Austria	47.2265932	12.042069099999999
6283	Hippach	Hippach 6283, Austria	47.20393320000001	11.8670378
6283	Schwendau	Schwendau 6283, Austria	47.196738399999994	11.8593827
6283	Zell am Ziller	Zell am Ziller 6283, Austria	47.22648875	11.881907383047244
6284	Ramsau im Zillertal	Ramsau im Zillertal 6284, Austria	47.197466799999994	11.891498742246394
6290	Brandberg	Brandberg 6290, Austria	47.1668896	11.9000281
6290	Finkenberg	Finkenberg 6290, Austria	47.1524246	11.8213394
6290	Mayrhofen	Mayrhofen 6290, Austria	47.16721879999999	11.863866400000001
6290	Schwendau	Schwendau 6290, Austria	47.18565220000001	11.817640857652636
6292	Finkenberg	Finkenberg 6292, Austria	47.1524246	11.8213394
6292	Schwendau	Schwendau 6292, Austria	47.18565220000001	11.817640857652636
6293	Finkenberg	Finkenberg 6293, Austria	47.1524246	11.8213394
6293	Tux	Tux 6293, Austria	47.1289628	11.692038859818606
6294	Tux	Tux 6294, Austria	47.1289628	11.692038859818606
6295	Ginzling	Ginzling 6295, Austria	47.1003214	11.8090362
6295	Mayrhofen	Mayrhofen 6295, Austria	47.16721879999999	11.863866400000001
6300	Wörgl	Wörgl 6300, Austria	47.48033265	12.07928067668956
6305	Itter	Itter 6305, Austria	47.470186600000005	12.1434521
6306	Söll	Söll 6306, Austria	47.5104298	12.206404904058626
6311	Oberau	Oberau 6311, Austria	47.4428066	12.048243199999998
6311	Thierbach	Thierbach 6311, Austria	47.4228231	11.989967
6311	Wildschönau	Wildschönau 6311, Austria	47.398860799999994	12.031095168128473
6313	Oberau	Oberau 6313, Austria	48.0097539	13.5976396
6313	Wildschönau	Wildschönau 6313, Austria	47.398860799999994	12.031095168128473
6314	Hopfgarten im Brixental	Hopfgarten im Brixental 6314, Austria	47.36999765	12.12895123880347
6314	Wildschönau	Wildschönau 6314, Austria	47.398860799999994	12.031095168128473
6320	Angerberg	Angerberg 6320, Austria	47.51914135	12.02939073595171
6321	Angath	Angath 6321, Austria	47.50696595	12.063616120934807
6322	Kirchbichl	Kirchbichl 6322, Austria	47.5093747	12.0841335
6323	Bad Häring	Bad Häring 6323, Austria	47.508942450000006	12.123366322345008
6324	Mariastein	Mariastein 6324, Austria	47.5334939	12.051162210303394
6330	Kufstein	Kufstein 6330, Austria	47.582996	12.1692134
6330	Söll	Söll 6330, Austria	47.5104298	12.206404904058626
6334	Schwoich	Schwoich 6334, Austria	47.53648975	12.1522506296841
6335	Thiersee	Thiersee 6335, Austria	47.594419200000004	12.1172232
6336	Langkampfen	Langkampfen 6336, Austria	47.55163005	12.079723948042025
6341	Ebbs	Ebbs 6341, Austria	47.61131355000001	12.242748830477495
6342	Niederndorf	Niederndorf 6342, Austria	47.65	12.2166667
6343	Erl	Erl 6343, Austria	47.681761200000004	12.181504400000001
6344	Walchsee	Walchsee 6344, Austria	47.6489843	12.3116284
6345	Kössen	Kössen 6345, Austria	47.6681289	12.4038643
6346	Niederndorferberg	Niederndorferberg 6346, Austria	47.6691067	12.227436598000503
6347	Rettenschöss	Rettenschöss 6347, Austria	47.66711105	12.271268837797036
6351	Scheffau am Wilden Kaiser	Scheffau am Wilden Kaiser 6351, Austria	47.527900700000004	12.2501309
6351	Söll	Söll 6351, Austria	47.5104298	12.206404904058626
6352	Ellmau	Ellmau 6352, Austria	47.51927245	12.292247746260891
6353	Going am Wilden Kaiser	Going am Wilden Kaiser 6353, Austria	47.53295955	12.345026270277598
6353	Reith bei Kitzbühel	Reith bei Kitzbühel 6353, Austria	47.476011	12.342235699999998
6361	Hopfgarten im Brixental	Hopfgarten im Brixental 6361, Austria	47.36999765	12.12895123880347
6361	Kelchsau	Kelchsau 6361, Austria	47.3878469	12.134663
6363	Westendorf	Westendorf 6363, Austria	47.3831879	12.221748559430393
6364	Brixen im Thale	Brixen im Thale 6364, Austria	47.4405676	12.255993906075428
6365	Kirchberg in Tirol	Kirchberg in Tirol 6365, Austria	47.44759129999999	12.3144495
6365	Reith bei Kitzbühel	Reith bei Kitzbühel 6365, Austria	47.48045555	12.343563155261386
6370	Kitzbühel	Kitzbühel 6370, Austria	47.4463585	12.391147300000002
6370	Reith bei Kitzbühel	Reith bei Kitzbühel 6370, Austria	47.48045555	12.343563155261386
6371	Aurach bei Kitzbühel	Aurach bei Kitzbühel 6371, Austria	47.4045876	12.462196218842251
6372	Oberndorf in Tirol	Oberndorf in Tirol 6372, Austria	47.49782505	12.387472055485546
6373	Jochberg	Jochberg 6373, Austria	47.3804456	12.4188769
6380	St. Johann in Tirol	St. Johann in Tirol 6380, Austria	47.5224141	12.428680900000002
6382	Erpfendorf	Erpfendorf 6382, Austria	47.576103700000004	12.4780969
6382	Kirchdorf in Tirol	Kirchdorf in Tirol 6382, Austria	47.5586658	12.4489994
6383	Erpfendorf	Erpfendorf 6383, Austria	47.576103700000004	12.4780969
6383	Kirchdorf in Tirol	Kirchdorf in Tirol 6383, Austria	47.57574615	12.422711181334034
6384	Waidring	Waidring 6384, Austria	47.5842656	12.569175999999999
6385	Schwendt	Schwendt 6385, Austria	47.6188448	12.396294283855212
6391	Fieberbrunn	Fieberbrunn 6391, Austria	47.45518755	12.544424258717813
6392	St. Jakob in Haus	St. Jakob in Haus 6392, Austria	47.5006385	12.550350228333333
6393	St. Ulrich am Pillersee	St. Ulrich am Pillersee 6393, Austria	47.5275162	12.5741526
6395	Hochfilzen	Hochfilzen 6395, Austria	47.4703011	12.637265326852958
6401	Inzing	Inzing 6401, Austria	47.2708656	11.2013677
6402	Hatting	Hatting 6402, Austria	47.26674525	11.15956954903235
6403	Flaurling	Flaurling 6403, Austria	47.26018045	11.116674070415504
6404	Polling in Tirol	Polling in Tirol 6404, Austria	47.27356500000001	11.14342524897033
6405	Pfaffenhofen	Pfaffenhofen 6405, Austria	47.2776482	11.07501660076314
6406	Oberhofen im Inntal	Oberhofen im Inntal 6406, Austria	47.3015166	11.0951619
6408	Pettnau	Pettnau 6408, Austria	47.2922588	11.1597288
6410	Telfs	Telfs 6410, Austria	47.3046511	11.071515
6413	Wildermieming	Wildermieming 6413, Austria	47.3506895	11.018012289678232
6414	Mieming	Mieming 6414, Austria	47.3412076	10.965634411666406
6416	Obsteig	Obsteig 6416, Austria	47.313034	10.90506470715243
6421	Rietz	Rietz 6421, Austria	47.28631370000001	11.030776600000001
6422	Stams	Stams 6422, Austria	47.24725555000001	11.011308489146106
6423	Mötz	Mötz 6423, Austria	47.28444715	10.941482314612301
6424	Silz	Silz 6424, Austria	47.2664405	10.931026800000001
6425	Haiming	Haiming 6425, Austria	47.25485870000001	10.8829105
6426	Roppen	Roppen 6426, Austria	47.19281165	10.81800838767534
6430	Haiming	Haiming 6430, Austria	47.25485870000001	10.8829105
6430	Ötztal-Bahnhof	Ötztal-Bahnhof 6430, Austria	47.235870500000004	10.8564829
6432	Sautens	Sautens 6432, Austria	47.1995347	10.856465236047692
6433	Haiming	Haiming 6433, Austria	47.25485870000001	10.8829105
6433	Oetz	Oetz 6433, Austria	47.2023838	10.913209413080995
6441	Umhausen	Umhausen 6441, Austria	47.1383201	10.9278476
6444	Längenfeld	Längenfeld 6444, Austria	47.03293565	11.004346922383576
6450	Obergurgl	Obergurgl 6450, Austria	46.870377000000005	11.027498399999999
6450	Sölden	Sölden 6450, Austria	46.9673961	11.007019300000001
6452	Sölden	Sölden 6452, Austria	46.9673961	11.007019300000001
6456	Obergurgl	Obergurgl 6456, Austria	46.870377000000005	11.027498399999999
6456	Sölden	Sölden 6456, Austria	46.9673961	11.007019300000001
6458	Sölden	Sölden 6458, Austria	46.9673961	11.007019300000001
6460	Imst	Imst 6460, Austria	47.23531205	10.741234653652333
6462	Karres	Karres 6462, Austria	47.22798225	10.78982441026527
6463	Karrösten	Karrösten 6463, Austria	47.2367271	10.767324085332382
6464	Tarrenz	Tarrenz 6464, Austria	47.30341425	10.752355540044082
6465	Nassereith	Nassereith 6465, Austria	47.31482379999999	10.838305199999999
6471	Arzl im Pitztal	Arzl im Pitztal 6471, Austria	47.2073239	10.7612884
6473	Fließ	Fließ 6473, Austria	47.12184265000001	10.653179837599136
6473	Jerzens	Jerzens 6473, Austria	47.1333138	10.788410765439398
6473	Wenns	Wenns 6473, Austria	47.1449595	10.718083874576623
6474	Jerzens	Jerzens 6474, Austria	47.1333138	10.788410765439398
6481	St. Leonhard im Pitztal	St. Leonhard im Pitztal 6481, Austria	47.00728115	10.851511513143553
6491	Schönwies	Schönwies 6491, Austria	47.20653040000001	10.639142737130378
6492	Imsterberg	Imsterberg 6492, Austria	47.1891796	10.695828879820107
6493	Mils bei Imst	Mils bei Imst 6493, Austria	47.21766829999999	10.68995380388581
6500	Fließ	Fließ 6500, Austria	47.12184265000001	10.653179837599136
6500	Grins	Grins 6500, Austria	47.13887405	10.5316506564328
6500	Landeck	Landeck 6500, Austria	47.1274736	10.555680223492256
6500	Stanz bei Landeck	Stanz bei Landeck 6500, Austria	47.1485314	10.553993499999999
6511	Zams	Zams 6511, Austria	47.19468165	10.513198211861656
6521	Fließ	Fließ 6521, Austria	47.12184265000001	10.653179837599136
6522	Prutz	Prutz 6522, Austria	47.08121995000001	10.66205044737185
6524	Kaunertal	Kaunertal 6524, Austria	46.9470059	10.734868453783351
6525	Faggen	Faggen 6525, Austria	47.09266805	10.676332261159368
6526	Kauns	Kauns 6526, Austria	47.066916299999995	10.72426303341688
6527	Kaunerberg	Kaunerberg 6527, Austria	47.0882454	10.726229333437542
6528	Fendels	Fendels 6528, Austria	47.0407041	10.697663228301934
6531	Ried im Oberinntal	Ried im Oberinntal 6531, Austria	47.0281545	10.655578333997665
6532	Ladis	Ladis 6532, Austria	47.08264545	10.647245829732237
6533	Fiss	Fiss 6533, Austria	47.0744963	10.58080828858249
6534	Serfaus	Serfaus 6534, Austria	47.0388223	10.6076023
6541	Serfaus	Serfaus 6541, Austria	47.02841145	10.559692893444016
6541	Tösens	Tösens 6541, Austria	46.99241735	10.630621294687083
6542	Nauders	Nauders 6542, Austria	46.89014505	10.542293187555817
6542	Pfunds	Pfunds 6542, Austria	46.99845429999999	10.5829968
6542	Serfaus	Serfaus 6542, Austria	47.02841145	10.559692893444016
6543	Nauders	Nauders 6543, Austria	46.89014505	10.542293187555817
6544	Spiss	Spiss 6544, Austria	46.98005985	10.440222615667269
6551	Pians	Pians 6551, Austria	47.13139825	10.511571165005034
6552	Tobadill	Tobadill 6552, Austria	47.10846655	10.518622829029537
6553	Kappl	Kappl 6553, Austria	47.05342475	10.342014611207333
6553	See	See 6553, Austria	47.0834771	10.4642171
6555	Kappl	Kappl 6555, Austria	47.0626326	10.379997
6555	See	See 6555, Austria	47.0833333	10.4666667
6561	Ischgl	Ischgl 6561, Austria	46.98628239999999	10.27451768796459
6562	Ischgl	Ischgl 6562, Austria	46.98628239999999	10.27451768796459
6563	Galtür	Galtür 6563, Austria	46.9683845	10.186922599999999
6571	Strengen	Strengen 6571, Austria	47.1332434	10.452992110004203
6572	Flirsch	Flirsch 6572, Austria	47.1456534	10.415816361751896
6574	Pettneu am Arlberg	Pettneu am Arlberg 6574, Austria	47.13119495	10.353063484739883
6580	St. Anton am Arlberg	St. Anton am Arlberg 6580, Austria	47.128899600000004	10.266366900000001
6591	Grins	Grins 6591, Austria	47.14734745	10.504839542776525
6591	Pians	Pians 6591, Austria	47.13139825	10.511571165005034
6600	Breitenwang	Breitenwang 6600, Austria	47.4789907	10.781149482349708
6600	Ehenbichl	Ehenbichl 6600, Austria	47.4584107	10.682567143497437
6600	Lechaschau	Lechaschau 6600, Austria	47.48695670000001	10.7036752
6600	Musau	Musau 6600, Austria	47.519475899999996	10.6669385479857
6600	Pflach	Pflach 6600, Austria	47.520788550000006	10.730536313669258
6600	Pinswang	Pinswang 6600, Austria	47.5417074	10.690383269570443
6600	Reutte	Reutte 6600, Austria	47.45657255	10.700811364115278
6604	Höfen	Höfen 6604, Austria	47.4667493	10.662970765696297
6610	Wängle	Wängle 6610, Austria	47.48787955	10.665092001465553
6611	Heiterwang	Heiterwang 6611, Austria	47.4437334	10.743598136501857
6621	Berwang	Berwang 6621, Austria	47.39091185	10.755090073568704
6621	Bichlbach	Bichlbach 6621, Austria	47.4199444	10.791537199999999
6622	Berwang	Berwang 6622, Austria	47.39091185	10.755090073568704
6623	Namlos	Namlos 6623, Austria	47.3567549	10.669814117205297
6631	Lermoos	Lermoos 6631, Austria	47.401351	10.882076
6632	Ehrwald	Ehrwald 6632, Austria	47.41464600000001	10.931618346105244
6633	Biberwier	Biberwier 6633, Austria	47.36965395	10.871323313244574
6642	Stanzach	Stanzach 6642, Austria	47.3844478	10.5607903
6644	Elmen	Elmen 6644, Austria	47.3442829	10.538700633294118
6645	Vorderhornbach	Vorderhornbach 6645, Austria	47.38181425	10.525939103356977
6646	Hinterhornbach	Hinterhornbach 6646, Austria	47.347878	10.43145134143422
6647	Pfafflar	Pfafflar 6647, Austria	47.29970785	10.594328613355867
6650	Gramais	Gramais 6650, Austria	47.26500280000001	10.53172195716244
6651	Häselgehr	Häselgehr 6651, Austria	47.29450975	10.48924314366543
6652	Elbigenalp	Elbigenalp 6652, Austria	47.2894398	10.4389515
6653	Bach	Bach 6653, Austria	47.2662876	10.40353221230496
6653	Elbigenalp	Elbigenalp 6653, Austria	47.291190500000006	10.414096136556127
6654	Bach	Bach 6654, Austria	47.24407375	10.412906117436806
6654	Holzgau	Holzgau 6654, Austria	47.2600843	10.3445814
6655	Kaisers	Kaisers 6655, Austria	47.215582299999994	10.2995316
6655	Steeg	Steeg 6655, Austria	47.22966845	10.251494781182831
6670	Forchach	Forchach 6670, Austria	47.413029	10.605138037190637
6671	Ehenbichl	Ehenbichl 6671, Austria	47.4584107	10.682567143497437
6671	Weißenbach am Lech	Weißenbach am Lech 6671, Austria	47.43163275	10.537958693985434
6672	Nesselwängle	Nesselwängle 6672, Austria	47.4842351	10.612192599999998
6672	Weißenbach am Lech	Weißenbach am Lech 6672, Austria	47.43163275	10.537958693985434
6673	Grän	Grän 6673, Austria	47.49888885	10.561501035676994
6675	Tannheim	Tannheim 6675, Austria	47.4990686	10.51233
6677	Schattwald	Schattwald 6677, Austria	47.52547020000001	10.461712903409023
6677	Zöblen	Zöblen 6677, Austria	47.5081159	10.4777778
6682	Vils	Vils 6682, Austria	47.5493283	10.6304727
6691	Jungholz	Jungholz 6691, Austria	47.57089185	10.452990186097152
6700	Bludenz	Bludenz 6700, Austria	47.153037	9.8219314
6700	Lorüns	Lorüns 6700, Austria	47.122940899999996	9.838576966859266
6700	Stallehr	Stallehr 6700, Austria	47.1407767	9.8570205
6706	Bürs	Bürs 6706, Austria	47.125497700000004	9.795892015661217
6707	Bürserberg	Bürserberg 6707, Austria	47.14016470000001	9.757208942449012
6708	Brand	Brand 6708, Austria	47.08761615	9.721095133600434
6710	Nenzing	Nenzing 6710, Austria	47.1909432	9.712015
6712	Bludesch	Bludesch 6712, Austria	47.19343705	9.727769957177754
6712	Thüringen	Thüringen 6712, Austria	47.19807830000001	9.765660147359815
6713	Ludesch	Ludesch 6713, Austria	47.193055	9.782083
6714	Nüziders	Nüziders 6714, Austria	47.1741263	9.8005626
6719	Bludesch	Bludesch 6719, Austria	47.1983968	9.743143199999999
6721	Thüringerberg	Thüringerberg 6721, Austria	47.213953000000004	9.789232
6722	St. Gerold	St. Gerold 6722, Austria	47.23753435	9.805952711133195
6723	Blons	Blons 6723, Austria	47.2418945	9.842567825511976
6731	Bickelwald	Bickelwald 6731, Austria	47.230378	9.907027000000001
6731	Boden	Boden 6731, Austria	47.3928172	9.7654993
6731	Bregenzer	Bregenzer 6731, Austria	47.473133399999995	9.753216199999999
6731	Bühl	Bühl 6731, Austria	47.520264399999995	9.8905985
6731	Faschinastraße	Faschinastraße 6731, Austria	47.2394885	9.9029824
6731	Flecken	Flecken 6731, Austria	47.6646929	12.266611099999999
6731	Garsella	Garsella 6731, Austria	47.2394885	9.9029824
6731	Halde	Halde 6731, Austria	47.387729799999995	9.9206129
6731	Mühle	Mühle 6731, Austria	47.2636771	11.611836
6731	Nesler	Nesler 6731, Austria	47.231035999999996	9.997717999999999
6731	Reutele	Reutele 6731, Austria	47.5407452	9.755344500000001
6731	Risana	Risana 6731, Austria	47.231035999999996	9.997717999999999
6731	Rothenbrunnen	Rothenbrunnen 6731, Austria	47.228541	9.997099
6731	Rufana	Rufana 6731, Austria	47.231035999999996	9.997717999999999
6731	Sand	Sand 6731, Austria	47.99893	14.400704399999999
6731	Schmiede	Schmiede 6731, Austria	47.4104859	10.9144404
6731	Senzaboda	Senzaboda 6731, Austria	47.229054	9.877369999999999
6731	Sonntag	Sonntag 6731, Austria	47.2394885	9.9029824
6731	Studa	Studa 6731, Austria	47.2683042	9.605242599999999
6733	Fontanella	Fontanella 6733, Austria	47.2474775	9.9088436
6741	Raggal	Raggal 6741, Austria	47.1952898	9.891889550171811
6751	Bludenz	Bludenz 6751, Austria	47.153037	9.8219314
6751	Innerbraz	Innerbraz 6751, Austria	47.1444273	9.9157868
6752	Dalaas	Dalaas 6752, Austria	47.124067100000005	9.9969647
6754	Klösterle	Klösterle 6754, Austria	47.1312847	10.0921339
6762	Klösterle	Klösterle 6762, Austria	47.1312847	10.0921339
6763	Lech	Lech 6763, Austria	47.209117299999996	10.140125900000001
6764	Dalaas	Dalaas 6764, Austria	47.124067100000005	9.9969647
6764	Lech	Lech 6764, Austria	47.2108448	10.1422231
6767	Steeg	Steeg 6767, Austria	47.22966845	10.251494781182831
6767	Warth	Warth 6767, Austria	47.257830799999994	10.1829334
6771	St. Anton im Montafon	St. Anton im Montafon 6771, Austria	47.11538640000001	9.868766128971755
6773	Vandans	Vandans 6773, Austria	47.095441799999996	9.865122
6774	Tschagguns	Tschagguns 6774, Austria	47.0427326	9.877224846984653
